name,trainer,Analytic,Independent,Determined,Professional,Studious,Imaginative,week,cohort,date
Gabbey Caesman,Macey Broughton,1.0,4.0,3.0,7.0,4.0,3.0,3,Engineering_27,2019-11-25
Tory Aireton,Macey Broughton,5.0,7.0,7.0,8.0,6.0,6.0,4,Engineering_27,2019-11-25
Kelly Coneybeer,Macey Broughton,6.0,6.0,6.0,2.0,4.0,4.0,4,Engineering_27,2019-11-25
Mic Wilshire,Macey Broughton,7.0,6.0,8.0,3.0,4.0,1.0,4,Engineering_27,2019-11-25
Florella Boays,Macey Broughton,5.0,8.0,6.0,8.0,5.0,6.0,4,Engineering_27,2019-11-25
Marshal Darycott,Macey Broughton,6.0,8.0,8.0,6.0,8.0,4.0,4,Engineering_27,2019-11-25
Elva Boldero,Macey Broughton,6.0,2.0,8.0,7.0,8.0,8.0,4,Engineering_27,2019-11-25
Archibold Spikeings,Macey Broughton,8.0,7.0,5.0,4.0,5.0,2.0,4,Engineering_27,2019-11-25
Anatole Burston,Macey Broughton,7.0,8.0,8.0,5.0,3.0,8.0,4,Engineering_27,2019-11-25
Gabbey Caesman,Macey Broughton,3.0,7.0,8.0,8.0,7.0,8.0,4,Engineering_27,2019-11-25
Tory Aireton,Macey Broughton,8.0,5.0,5.0,7.0,6.0,4.0,5,Engineering_27,2019-11-25
Kelly Coneybeer,Macey Broughton,6.0,5.0,8.0,8.0,4.0,6.0,5,Engineering_27,2019-11-25
Mic Wilshire,Macey Broughton,5.0,2.0,3.0,4.0,5.0,1.0,5,Engineering_27,2019-11-25
Florella Boays,Macey Broughton,8.0,6.0,8.0,7.0,4.0,3.0,5,Engineering_27,2019-11-25
Marshal Darycott,Macey Broughton,8.0,3.0,6.0,5.0,8.0,7.0,5,Engineering_27,2019-11-25
Elva Boldero,Macey Broughton,8.0,5.0,6.0,3.0,8.0,4.0,5,Engineering_27,2019-11-25
Archibold Spikeings,Macey Broughton,8.0,6.0,8.0,6.0,8.0,8.0,5,Engineering_27,2019-11-25
Anatole Burston,Macey Broughton,8.0,8.0,7.0,8.0,8.0,7.0,5,Engineering_27,2019-11-25
Gabbey Caesman,Macey Broughton,7.0,8.0,3.0,5.0,3.0,8.0,5,Engineering_27,2019-11-25
Tory Aireton,Macey Broughton,6.0,4.0,6.0,8.0,6.0,3.0,6,Engineering_27,2019-11-25
Kelly Coneybeer,Macey Broughton,8.0,8.0,5.0,5.0,5.0,8.0,6,Engineering_27,2019-11-25
Mic Wilshire,Macey Broughton,8.0,8.0,4.0,3.0,7.0,8.0,6,Engineering_27,2019-11-25
Florella Boays,Macey Broughton,8.0,7.0,6.0,2.0,5.0,6.0,6,Engineering_27,2019-11-25
Marshal Darycott,Macey Broughton,4.0,6.0,6.0,6.0,2.0,5.0,6,Engineering_27,2019-11-25
Elva Boldero,Macey Broughton,7.0,5.0,4.0,5.0,6.0,5.0,6,Engineering_27,2019-11-25
Archibold Spikeings,Macey Broughton,8.0,8.0,8.0,8.0,6.0,2.0,6,Engineering_27,2019-11-25
Anatole Burston,Macey Broughton,4.0,2.0,8.0,8.0,5.0,7.0,6,Engineering_27,2019-11-25
Gabbey Caesman,Macey Broughton,6.0,8.0,4.0,5.0,5.0,4.0,6,Engineering_27,2019-11-25
Tory Aireton,Macey Broughton,7.0,7.0,7.0,8.0,7.0,8.0,7,Engineering_27,2019-11-25
Kelly Coneybeer,Macey Broughton,8.0,5.0,8.0,8.0,8.0,8.0,7,Engineering_27,2019-11-25
Mic Wilshire,Macey Broughton,8.0,8.0,8.0,6.0,8.0,8.0,7,Engineering_27,2019-11-25
Florella Boays,Macey Broughton,5.0,8.0,8.0,4.0,8.0,8.0,7,Engineering_27,2019-11-25
Marshal Darycott,Macey Broughton,5.0,7.0,7.0,8.0,4.0,6.0,7,Engineering_27,2019-11-25
Elva Boldero,Macey Broughton,6.0,8.0,8.0,8.0,8.0,8.0,7,Engineering_27,2019-11-25
Archibold Spikeings,Macey Broughton,4.0,8.0,6.0,5.0,8.0,8.0,7,Engineering_27,2019-11-25
Anatole Burston,Macey Broughton,8.0,8.0,6.0,8.0,8.0,8.0,7,Engineering_27,2019-11-25
Gabbey Caesman,Macey Broughton,8.0,8.0,8.0,8.0,7.0,8.0,7,Engineering_27,2019-11-25
Tory Aireton,Macey Broughton,8.0,8.0,8.0,8.0,8.0,7.0,8,Engineering_27,2019-11-25
Kelly Coneybeer,Macey Broughton,8.0,8.0,5.0,8.0,8.0,8.0,8,Engineering_27,2019-11-25
Mic Wilshire,Macey Broughton,8.0,4.0,8.0,8.0,8.0,8.0,8,Engineering_27,2019-11-25
Florella Boays,Macey Broughton,8.0,8.0,5.0,8.0,8.0,8.0,8,Engineering_27,2019-11-25
Marshal Darycott,Macey Broughton,8.0,8.0,8.0,8.0,6.0,4.0,8,Engineering_27,2019-11-25
Elva Boldero,Macey Broughton,8.0,7.0,8.0,8.0,8.0,8.0,8,Engineering_27,2019-11-25
Archibold Spikeings,Macey Broughton,7.0,8.0,8.0,8.0,8.0,6.0,8,Engineering_27,2019-11-25
Anatole Burston,Macey Broughton,7.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_27,2019-11-25
Gabbey Caesman,Macey Broughton,8.0,8.0,8.0,7.0,8.0,8.0,8,Engineering_27,2019-11-25
Jenn Blitz,Mohammad Velazquez,5.0,2.0,2.0,1.0,7.0,3.0,1,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,4.0,6.0,6.0,6.0,2.0,3.0,1,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,1.0,4.0,3.0,1.0,2.0,5.0,1,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,8.0,4.0,1.0,3.0,1.0,5.0,1,Engineering_26,2019-10-28
Urson Sibthorp,Mohammad Velazquez,4.0,3.0,1.0,1.0,3.0,3.0,1,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,4.0,3.0,2.0,1.0,4.0,3.0,1,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,4.0,2.0,5.0,2.0,4.0,2.0,1,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,2.0,4.0,2.0,2.0,1.0,7.0,1,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,3.0,1.0,2.0,4.0,2.0,1.0,1,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,3.0,4.0,3.0,1.0,2.0,5.0,1,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,3.0,2.0,2.0,3.0,2.0,1.0,1,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,3.0,5.0,2.0,5.0,4.0,4.0,2,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,2.0,1.0,2.0,4.0,1.0,3.0,2,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,4.0,4.0,3.0,4.0,1.0,2.0,2,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,2.0,4.0,3.0,2.0,2.0,4.0,2,Engineering_26,2019-10-28
Urson Sibthorp,Mohammad Velazquez,4.0,2.0,1.0,1.0,1.0,2.0,2,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,2.0,4.0,5.0,1.0,1.0,1.0,2,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,4.0,5.0,4.0,3.0,4.0,3.0,2,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,2.0,3.0,4.0,1.0,3.0,5.0,2,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,2.0,2.0,7.0,2.0,3.0,4.0,2,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,6.0,3.0,1.0,1.0,3.0,1.0,2,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,3.0,1.0,3.0,2.0,1.0,3.0,2,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,4.0,3.0,4.0,3.0,3.0,1.0,3,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,1.0,6.0,2.0,5.0,2.0,2.0,3,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,3.0,7.0,3.0,2.0,4.0,1.0,3,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,5.0,6.0,1.0,2.0,4.0,2.0,3,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,2.0,2.0,2.0,2.0,4.0,3.0,3,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,1.0,6.0,1.0,3.0,3.0,1.0,3,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,1.0,3.0,3.0,2.0,4.0,3.0,3,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,1.0,3.0,4.0,2.0,6.0,2.0,3,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,5.0,3.0,2.0,2.0,8.0,2.0,3,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,6.0,2.0,2.0,4.0,4.0,3.0,3,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,4.0,3.0,2.0,5.0,5.0,7.0,4,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,8.0,4.0,5.0,7.0,6.0,7.0,4,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,8.0,4.0,2.0,5.0,2.0,8.0,4,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,8.0,4.0,7.0,8.0,5.0,6.0,4,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,8.0,4.0,4.0,6.0,7.0,8.0,4,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,2.0,6.0,4.0,4.0,6.0,8.0,4,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,8.0,5.0,7.0,8.0,8.0,7.0,4,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,8.0,3.0,4.0,8.0,7.0,7.0,4,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,6.0,8.0,5.0,8.0,8.0,7.0,4,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,8.0,6.0,7.0,8.0,6.0,4.0,4,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,2.0,6.0,8.0,5.0,5.0,8.0,5,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,8.0,7.0,6.0,5.0,6.0,4.0,5,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,5.0,6.0,5.0,7.0,4.0,1.0,5,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,4.0,8.0,8.0,7.0,6.0,6.0,5,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,8.0,7.0,3.0,7.0,4.0,2.0,5,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,7.0,7.0,5.0,6.0,7.0,3.0,5,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,6.0,5.0,5.0,5.0,8.0,4.0,5,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,6.0,6.0,3.0,3.0,7.0,5.0,5,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,5.0,7.0,7.0,5.0,6.0,5.0,5,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,8.0,7.0,6.0,3.0,2.0,4.0,5,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,3.0,8.0,6.0,8.0,8.0,6.0,6,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,4.0,5.0,4.0,8.0,6.0,5.0,6,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,6.0,4.0,8.0,5.0,5.0,5.0,6,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,8.0,7.0,5.0,7.0,8.0,8.0,6,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,5.0,6.0,6.0,2.0,8.0,3.0,6,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,6.0,3.0,8.0,6.0,7.0,8.0,6,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,3.0,8.0,3.0,7.0,3.0,4.0,6,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,4.0,4.0,3.0,2.0,7.0,5.0,6,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,8.0,6.0,8.0,1.0,3.0,6.0,6,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,6.0,6.0,8.0,3.0,8.0,4.0,6,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,7.0,8.0,8.0,8.0,8.0,6.0,7,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,8.0,7.0,7.0,8.0,8.0,6.0,7,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,8.0,5.0,8.0,8.0,8.0,8.0,7,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,7.0,8.0,7.0,8.0,8.0,8.0,7,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,6.0,5.0,8.0,8.0,8.0,6.0,7,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,7,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,7,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,8.0,8.0,8.0,5.0,8.0,8.0,7,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,8.0,7.0,6.0,8.0,8.0,7.0,7,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,8.0,8.0,7.0,8.0,8.0,8.0,7,Engineering_26,2019-10-28
Jenn Blitz,Mohammad Velazquez,8.0,8.0,8.0,8.0,7.0,8.0,8,Engineering_26,2019-10-28
Chandra Best,Mohammad Velazquez,8.0,8.0,8.0,6.0,7.0,8.0,8,Engineering_26,2019-10-28
Boniface Tansley,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_26,2019-10-28
Cristal Jeans,Mohammad Velazquez,8.0,8.0,6.0,6.0,8.0,8.0,8,Engineering_26,2019-10-28
Vernon Bennough,Mohammad Velazquez,8.0,8.0,8.0,8.0,5.0,6.0,8,Engineering_26,2019-10-28
Payton Turbard,Mohammad Velazquez,6.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_26,2019-10-28
Lilly Andreasen,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_26,2019-10-28
Dixie O' Flaherty,Mohammad Velazquez,8.0,8.0,8.0,6.0,8.0,8.0,8,Engineering_26,2019-10-28
Engelbert Palatino,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_26,2019-10-28
Dudley Whiles,Mohammad Velazquez,8.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_26,2019-10-28
Giustina Catford,Martina Meadows,1.0,1.0,4.0,4.0,2.0,4.0,1,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,4.0,1.0,1.0,3.0,3.0,4.0,1,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,3.0,4.0,3.0,5.0,4.0,1.0,1,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,5.0,1.0,5.0,3.0,4.0,2.0,1,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,1.0,6.0,1.0,3.0,2.0,3.0,1,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,6.0,1.0,4.0,3.0,3.0,2.0,1,Engineering_22,2019-07-22
Charmain Diben,Martina Meadows,1.0,4.0,4.0,3.0,2.0,3.0,1,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,6.0,1.0,3.0,2.0,3.0,1.0,1,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,1.0,7.0,1.0,1.0,1.0,3.0,2,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,5.0,1.0,3.0,1.0,4.0,4.0,2,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,2.0,2.0,2.0,5.0,6.0,2.0,2,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,1.0,4.0,8.0,2.0,3.0,4.0,2,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,3.0,3.0,3.0,8.0,5.0,3.0,2,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,2.0,3.0,1.0,2.0,2.0,3.0,2,Engineering_22,2019-07-22
Charmain Diben,Martina Meadows,1.0,1.0,1.0,1.0,4.0,1.0,2,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,1.0,4.0,3.0,4.0,2.0,1.0,2,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,2.0,5.0,6.0,3.0,4.0,2.0,3,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,2.0,3.0,1.0,5.0,1.0,4.0,3,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,1.0,2.0,3.0,4.0,4.0,3.0,3,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,4.0,2.0,5.0,1.0,7.0,3.0,3,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,3.0,3.0,3.0,1.0,2.0,3.0,3,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,2.0,4.0,6.0,4.0,1.0,5.0,3,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,5.0,5.0,3.0,2.0,4.0,3.0,3,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,6.0,6.0,3.0,8.0,6.0,6.0,4,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,1.0,7.0,7.0,7.0,1.0,4.0,4,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,7.0,2.0,4.0,8.0,2.0,2.0,4,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,5.0,6.0,3.0,5.0,7.0,8.0,4,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,7.0,5.0,6.0,8.0,3.0,7.0,4,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,7.0,5.0,6.0,2.0,8.0,6.0,4,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,8.0,7.0,7.0,3.0,8.0,8.0,4,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,8.0,8.0,8.0,5.0,5.0,4.0,5,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,6.0,6.0,6.0,6.0,5.0,5.0,5,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,6.0,4.0,5.0,5.0,3.0,8.0,5,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,6.0,8.0,8.0,8.0,7.0,8.0,5,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,7.0,4.0,5.0,8.0,4.0,4.0,5,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,3.0,4.0,7.0,3.0,4.0,7.0,5,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,5.0,2.0,6.0,4.0,8.0,6.0,5,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,5.0,6.0,7.0,3.0,7.0,4.0,6,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,6.0,4.0,6.0,5.0,8.0,4.0,6,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,8.0,8.0,8.0,4.0,8.0,5.0,6,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,5.0,4.0,6.0,8.0,8.0,8.0,6,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,8.0,8.0,8.0,2.0,8.0,5.0,6,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,1.0,3.0,4.0,5.0,4.0,5.0,6,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,4.0,3.0,3.0,5.0,6.0,1.0,6,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,8.0,8.0,8.0,8.0,8.0,8.0,7,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,8.0,8.0,8.0,8.0,8.0,8.0,7,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,8.0,8.0,8.0,7.0,7.0,8.0,7,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,8.0,6.0,8.0,5.0,8.0,3.0,7,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,8.0,8.0,8.0,8.0,8.0,7.0,7,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,8.0,8.0,5.0,8.0,8.0,4.0,7,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,8.0,6.0,8.0,8.0,8.0,8.0,7,Engineering_22,2019-07-22
Giustina Catford,Martina Meadows,8.0,6.0,8.0,6.0,4.0,8.0,8,Engineering_22,2019-07-22
Kore Amburgy,Martina Meadows,7.0,1.0,8.0,8.0,8.0,4.0,8,Engineering_22,2019-07-22
Constance Fellibrand,Martina Meadows,5.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_22,2019-07-22
Rickard Blakes,Martina Meadows,8.0,8.0,8.0,7.0,8.0,8.0,8,Engineering_22,2019-07-22
Noe Fortnam,Martina Meadows,8.0,7.0,8.0,8.0,8.0,8.0,8,Engineering_22,2019-07-22
Cherrita Mcgilleghole,Martina Meadows,8.0,5.0,8.0,5.0,5.0,8.0,8,Engineering_22,2019-07-22
Bunny Barns,Martina Meadows,8.0,8.0,8.0,8.0,8.0,8.0,8,Engineering_22,2019-07-22
Brewer Calderbank,Eshal Brandt,1.0,3.0,2.0,2.0,4.0,3.0,1,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,3.0,2.0,1.0,2.0,2.0,4.0,1,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,5.0,4.0,2.0,2.0,3.0,4.0,1,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,2.0,4.0,2.0,4.0,1.0,2.0,1,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,2.0,2.0,3.0,5.0,2.0,1.0,1,Engineering_23,2019-08-12
Dannel Longmaid,Eshal Brandt,2.0,8.0,5.0,3.0,7.0,5.0,1,Engineering_23,2019-08-12
Sarah Magor,Eshal Brandt,2.0,4.0,1.0,2.0,6.0,2.0,1,Engineering_23,2019-08-12
Alistair Scanes,Eshal Brandt,4.0,2.0,4.0,1.0,2.0,3.0,1,Engineering_23,2019-08-12
Homere Stentiford,Eshal Brandt,2.0,2.0,4.0,2.0,5.0,3.0,1,Engineering_23,2019-08-12
Alvie Bleackly,Eshal Brandt,4.0,3.0,2.0,3.0,5.0,2.0,1,Engineering_23,2019-08-12
Brnaby Bownes,Eshal Brandt,2.0,1.0,4.0,2.0,1.0,1.0,1,Engineering_23,2019-08-12
Brewer Calderbank,Eshal Brandt,1.0,1.0,3.0,3.0,1.0,1.0,2,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,5.0,3.0,3.0,2.0,5.0,2.0,2,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,2.0,2.0,3.0,1.0,4.0,3.0,2,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,5.0,3.0,1.0,3.0,4.0,3.0,2,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,3.0,1.0,1.0,3.0,1.0,4.0,2,Engineering_23,2019-08-12
Dannel Longmaid,Eshal Brandt,3.0,1.0,1.0,5.0,7.0,3.0,2,Engineering_23,2019-08-12
Sarah Magor,Eshal Brandt,3.0,2.0,4.0,5.0,1.0,3.0,2,Engineering_23,2019-08-12
Alistair Scanes,Eshal Brandt,3.0,4.0,2.0,5.0,3.0,2.0,2,Engineering_23,2019-08-12
Homere Stentiford,Eshal Brandt,1.0,3.0,2.0,1.0,6.0,2.0,2,Engineering_23,2019-08-12
Alvie Bleackly,Eshal Brandt,4.0,1.0,4.0,1.0,3.0,1.0,2,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,6.0,1.0,1.0,3.0,2.0,4.0,3,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,3.0,5.0,3.0,2.0,1.0,2.0,3,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,1.0,4.0,4.0,3.0,2.0,4.0,3,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,5.0,1.0,4.0,3.0,6.0,4.0,3,Engineering_23,2019-08-12
Dannel Longmaid,Eshal Brandt,4.0,3.0,2.0,2.0,3.0,2.0,3,Engineering_23,2019-08-12
Sarah Magor,Eshal Brandt,3.0,5.0,4.0,4.0,7.0,1.0,3,Engineering_23,2019-08-12
Alistair Scanes,Eshal Brandt,3.0,2.0,3.0,3.0,3.0,3.0,3,Engineering_23,2019-08-12
Homere Stentiford,Eshal Brandt,3.0,3.0,2.0,3.0,7.0,3.0,3,Engineering_23,2019-08-12
Alvie Bleackly,Eshal Brandt,6.0,3.0,1.0,2.0,1.0,6.0,3,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,5.0,2.0,6.0,7.0,8.0,3.0,4,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,4.0,6.0,7.0,6.0,3.0,7.0,4,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,6.0,2.0,7.0,8.0,8.0,8.0,4,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,5.0,5.0,7.0,3.0,8.0,7.0,4,Engineering_23,2019-08-12
Dannel Longmaid,Eshal Brandt,4.0,8.0,8.0,5.0,8.0,5.0,4,Engineering_23,2019-08-12
Sarah Magor,Eshal Brandt,4.0,5.0,6.0,8.0,3.0,3.0,4,Engineering_23,2019-08-12
Alistair Scanes,Eshal Brandt,6.0,8.0,2.0,4.0,8.0,3.0,4,Engineering_23,2019-08-12
Homere Stentiford,Eshal Brandt,5.0,4.0,7.0,5.0,4.0,4.0,4,Engineering_23,2019-08-12
Alvie Bleackly,Eshal Brandt,7.0,8.0,8.0,8.0,5.0,4.0,4,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,6.0,8.0,5.0,7.0,4.0,5.0,5,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,5.0,8.0,4.0,8.0,6.0,4.0,5,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,6.0,6.0,7.0,5.0,7.0,5.0,5,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,8.0,8.0,5.0,5.0,3.0,4.0,5,Engineering_23,2019-08-12
Dannel Longmaid,Eshal Brandt,7.0,3.0,7.0,2.0,8.0,7.0,5,Engineering_23,2019-08-12
Sarah Magor,Eshal Brandt,5.0,2.0,5.0,6.0,4.0,3.0,5,Engineering_23,2019-08-12
Alistair Scanes,Eshal Brandt,4.0,4.0,5.0,7.0,6.0,6.0,5,Engineering_23,2019-08-12
Homere Stentiford,Eshal Brandt,8.0,8.0,8.0,5.0,3.0,3.0,5,Engineering_23,2019-08-12
Alvie Bleackly,Eshal Brandt,6.0,7.0,8.0,5.0,7.0,2.0,5,Engineering_23,2019-08-12
Fons Ghiotto,Eshal Brandt,4.0,3.0,8.0,5.0,5.0,5.0,6,Engineering_23,2019-08-12
Evin De Roeck,Eshal Brandt,8.0,5.0,7.0,8.0,8.0,8.0,6,Engineering_23,2019-08-12
Maxy Bensen,Eshal Brandt,5.0,8.0,4.0,7.0,5.0,4.0,6,Engineering_23,2019-08-12
Calida Behr,Eshal Brandt,5.0,8.0,5.0,6.0,6.0,4.0,6,Engineering_23,2019-08-12
